59	"127, 56, 200, 1005, 187, 89, 135, 504, 963, 190"
60	"1122, 745, 593, 12, 64, 59, 173, 515, 89, 603"
61	"300, 347, 310, 333, 1127, 304, 258, 328, 751, 294"
62	"134, 50, 483, 114, 474, 285, 127, 12, 170, 207"
63	"1137, 475, 741, 813, 1009, 251, 408, 246, 268, 116"
64	"50, 12, 199, 174, 1141, 172, 127, 511, 480, 64"
65	"318, 378, 427, 64, 651, 423, 736, 194, 50, 196"
66	"50, 127, 300, 117, 288, 181, 298, 237, 763, 471"
67	"7, 64, 273, 1093, 117, 147, 123, 240, 121, 24"
68	"50, 475, 276, 9, 286, 275, 127, 181, 178, 596"
69	"48, 1134, 56, 197, 1144, 50, 1143, 172, 174, 182"
70	"483, 50, 174, 511, 191, 172, 185, 132, 313, 496"
71	"89, 462, 100, 52, 346, 475, 14, 98, 65, 923"
72	"1147, 318, 197, 582, 56, 64, 427, 191, 23, 98"
73	"179, 180, 474, 657, 171, 357, 1073, 59, 100, 127"
74	"272, 313, 302, 340, 315, 331, 100, 333, 258, 15"
75	"952, 13, 137, 408, 100, 56, 1017, 190, 114, 1"
76	"474, 192, 23, 197, 135, 56, 60, 517, 603, 513"
77	"641, 89, 519, 100, 156, 183, 127, 474, 199, 50"
78	"237, 1160, 880, 93, 412, 289, 298, 255, 257, 25"
79	"10, 19, 251, 1022, 116, 137, 262, 813, 582, 306"
80	"64, 466, 86, 205, 45, 237, 100, 887, 483, 303"
81	"98, 79, 318, 100, 273, 42, 282, 7, 410, 210"
82	"483, 318, 519, 199, 496, 657, 705, 194, 479, 480"
83	"22, 265, 692, 82, 79, 174, 125, 64, 468, 121"
84	"318, 64, 543, 286, 87, 528, 529, 408, 486, 98"
85	"134, 483, 705, 136, 132, 50, 478, 479, 482, 1169"
86	"889, 1175, 1176, 270, 683, 258, 269, 259, 888, 327"
87	"174, 50, 172, 96, 181, 64, 204, 22, 228, 1189"
88	"881, 1191, 904, 286, 898, 326, 886, 354, 261, 311"
89	"117, 813, 50, 127, 880, 936, 246, 235, 181, 1"
90	"607, 656, 57, 357, 603, 427, 632, 318, 611, 480"
91	"22, 64, 79, 69, 318, 97, 98, 357, 183, 174"
92	"98, 318, 12, 180, 64, 515, 56, 1142, 179, 474"
93	"477, 815, 275, 1, 235, 283, 14, 15, 845, 476"
94	"474, 654, 127, 100, 603, 179, 483, 657, 56, 525"
95	"496, 83, 64, 483, 207, 515, 657, 50, 199, 968"
96	"645, 1154, 183, 127, 1232, 89, 318, 423, 98, 100"
97	"96, 7, 228, 195, 663, 169, 670, 89, 429, 32"
98	"517, 428, 659, 514, 435, 116, 629, 47, 25, 194"
99	"11, 313, 64, 98, 12, 182, 79, 780, 651, 168"
100	"313, 691, 292, 690, 272, 1235, 302, 905, 750, 347"
101	"50, 181, 121, 742, 222, 763, 1, 125, 117, 257"
102	"50, 89, 316, 174, 172, 511, 127, 96, 181, 7"
103	"56, 126, 50, 255, 127, 181, 487, 96, 211, 250"
104	"50, 181, 127, 345, 313, 285, 237, 750, 283, 272"
105	"269, 272, 313, 302, 268, 258, 340, 288, 270, 347"
106	"318, 213, 64, 191, 582, 8, 313, 275, 194, 196"
107	"269, 902, 340, 302, 258, 327, 268, 305, 325, 312"
108	"124, 10, 14, 137, 100, 515, 718, 275, 319, 50"
109	"265, 174, 380, 82, 121, 161, 228, 229, 282, 755"
110	"313, 64, 22, 939, 161, 692, 402, 272, 794, 79"
111	"269, 258, 272, 286, 302, 315, 354, 304, 311, 333"
112	"286, 750, 272, 316, 313, 312, 887, 300, 303, 289"
113	"333, 1251, 979, 299, 976, 246, 874, 258, 126, 595"
114	"1104, 89, 522, 646, 135, 474, 100, 183, 172, 168"
115	"32, 654, 56, 89, 177, 952, 183, 228, 23, 48"
116	"127, 187, 56, 50, 900, 1142, 246, 180, 250, 511"
117	"12, 173, 50, 98, 174, 176, 156, 168, 11, 172"
118	"56, 641, 156, 223, 175, 475, 179, 7, 513, 100"
119	"1160, 1166, 316, 272, 1260, 1153, 87, 132, 315, 64"
120	"286, 25, 515, 258, 924, 15, 744, 50, 9, 127"
121	"124, 14, 57, 100, 165, 515, 50, 275, 318, 127"
122	"715, 464, 175, 212, 1113, 46, 1045, 86, 269, 469"
123	"14, 242, 285, 192, 483, 134, 127, 23, 197, 9"
124	"154, 195, 117, 168, 11, 616, 7, 166, 209, 98"
125	"174, 50, 172, 181, 496, 144, 22, 210, 69, 204"
126	"353, 884, 1175, 266, 681, 878, 337, 344, 751, 881"
127	"748, 227, 228, 62, 380, 294, 343, 901, 288, 450"
128	"838, 83, 483, 496, 432, 50, 487, 64, 485, 955"
129	"906, 269, 242, 286, 272, 1176, 302, 304, 311, 303"
130	"219, 313, 64, 1278, 272, 210, 11, 427, 143, 96"
131	"269, 14, 313, 285, 536, 302, 750, 242, 286, 276"
132	"664, 922, 56, 285, 127, 521, 137, 100, 175, 124"
133	"258, 750, 316, 315, 749, 346, 313, 269, 271, 272"
134	"328, 326, 313, 751, 748, 294, 300, 15, 1, 258"
135	"603, 98, 12, 203, 185, 653, 56, 23, 183, 258"
136	"137, 269, 124, 100, 14, 515, 318, 847, 9, 647"
137	"96, 195, 250, 50, 181, 385, 172, 174, 210, 117"
138	"603, 357, 519, 98, 318, 12, 56, 514, 187, 483"
139	"1233, 475, 302, 127, 100, 297, 286, 508, 744, 288"
140	"303, 286, 302, 268, 319, 289, 304, 880, 321, 301"
141	"282, 866, 974, 118, 333, 121, 125, 472, 300, 25"
142	"134, 268, 91, 169, 514, 176, 42, 315, 181, 7"
143	"333, 326, 347, 288, 325, 313, 271, 331, 328, 272"
144	"174, 50, 318, 963, 64, 172, 357, 423, 478, 194"
145	"195, 183, 50, 12, 174, 96, 89, 172, 56, 176"
146	"1293, 262, 336, 302, 1022, 272, 245, 315, 313, 1294"
147	"286, 904, 898, 750, 339, 301, 690, 292, 345, 302"
148	"169, 50, 408, 172, 509, 529, 181, 194, 174, 173"
149	"896, 272, 286, 313, 269, 305, 340, 302, 345, 303"
150	"475, 127, 276, 288, 246, 410, 268, 50, 123, 458"
151	"124, 408, 137, 1203, 490, 114, 483, 318, 529, 170"
152	"143, 692, 215, 720, 794, 739, 451, 274, 966, 125"
153	"64, 357, 56, 182, 258, 79, 127, 265, 568, 22"
154	"641, 187, 182, 135, 175, 474, 475, 357, 50, 238"
155	"306, 286, 321, 319, 292, 327, 990, 288, 872, 331"
156	"197, 178, 192, 661, 187, 480, 641, 180, 357, 510"
157	"340, 515, 50, 1016, 1302, 137, 269, 100, 293, 1"
158	"50, 408, 483, 127, 124, 174, 530, 516, 694, 172"
159	"451, 1190, 595, 1221, 117, 24, 685, 1095, 1132, 298"
160	"56, 192, 23, 182, 127, 185, 201, 160, 475, 32"
161	"272, 316, 56, 127, 276, 98, 286, 100, 14, 508"
162	"117, 1019, 742, 121, 298, 25, 28, 11, 79, 294"
163	"316, 357, 98, 272, 318, 64, 56, 258, 97, 28"
164	"689, 282, 258, 245, 313, 148, 300, 307, 471, 222"
165	"169, 318, 372, 223, 651, 432, 174, 222, 419, 270"
166	"313, 984, 300, 322, 328, 347, 323, 894, 258, 343"
167	"1306, 86, 1125, 133, 318, 1126, 381, 486, 216, 641"
168	"274, 125, 181, 1197, 1, 313, 15, 280, 257, 121"
169	"300, 606, 879, 213, 538, 204, 174, 483, 258, 603"
170	"300, 292, 984, 245, 322, 328, 749, 326, 333, 323"
171	"258, 887, 302, 272, 292, 303, 269, 346, 268, 313"
172	"463, 183, 428, 603, 124, 220, 177, 483, 612, 642"
173	"302, 242, 269, 305, 258, 306, 690, 327, 995, 292"
174	"660, 724, 65, 953, 98, 269, 1221, 100, 402, 662"
175	"496, 215, 64, 483, 98, 133, 187, 419, 193, 172"
176	"345, 285, 347, 324, 305, 475, 272, 93, 1097, 458"
177	"56, 182, 127, 156, 475, 179, 42, 654, 23, 12"
178	"174, 64, 22, 172, 50, 318, 210, 173, 144, 265"
179	"895, 914, 333, 682, 272, 916, 288, 258, 313, 316"
180	"694, 1131, 156, 98, 961, 372, 735, 733, 53, 258"
181	"1164, 282, 975, 125, 866, 924, 121, 875, 974, 237"
182	"423, 172, 50, 69, 181, 596, 178, 479, 126, 123"
183	"483, 485, 177, 55, 331, 274, 228, 739, 202, 216"
184	"1398, 483, 488, 1137, 134, 606, 213, 285, 318, 197"
185	"423, 285, 197, 86, 269, 638, 216, 275, 178, 318"
186	"332, 79, 829, 684, 470, 925, 291, 71, 322, 566"
187	"116, 707, 83, 64, 65, 694, 659, 427, 191, 660"
188	"64, 98, 632, 318, 392, 216, 470, 22, 692, 97"
189	"705, 134, 582, 197, 131, 479, 483, 136, 1404, 603"
190	"313, 272, 333, 300, 354, 237, 258, 282, 544, 117"
191	"272, 315, 316, 286, 86, 900, 313, 302, 750, 340"
192	"1405, 9, 302, 127, 50, 100, 515, 269, 340, 1137"
193	"485, 487, 194, 269, 286, 274, 435, 465, 174, 199"
194	"127, 837, 192, 64, 98, 187, 520, 516, 12, 515"
195	"313, 496, 132, 651, 143, 127, 213, 234, 134, 500"
196	"8, 238, 285, 692, 655, 67, 663, 340, 306, 94"
197	"174, 511, 22, 50, 82, 187, 172, 79, 651, 230"
198	"1142, 127, 135, 50, 511, 187, 357, 183, 89, 474"
199	"286, 408, 116, 475, 100, 14, 221, 242, 9, 269"
200	"96, 318, 313, 195, 210, 174, 50, 22, 79, 204"
201	"1174, 1131, 192, 180, 23, 179, 185, 127, 324, 187"
202	"516, 604, 1, 96, 195, 269, 484, 423, 242, 172"
203	"50, 181, 151, 248, 1, 250, 332, 288, 471, 150"
204	"340, 242, 1296, 292, 318, 9, 1022, 45, 302, 191"
205	"258, 316, 269, 313, 268, 242, 300, 289, 315, 326"
206	"895, 272, 288, 269, 346, 315, 682, 302, 896, 1127"
207	"1242, 143, 313, 423, 318, 483, 133, 216, 64, 69"
208	"371, 663, 194, 88, 97, 197, 202, 216, 204, 66"
209	"50, 251, 181, 285, 321, 813, 1, 127, 766, 1137"
210	"50, 127, 174, 187, 172, 208, 134, 527, 483, 56"
211	"199, 215, 64, 705, 520, 205, 528, 526, 257, 303"
212	"87, 382, 527, 528, 246, 631, 199, 268, 735, 197"
213	"502, 64, 1012, 173, 42, 603, 478, 11, 12, 197"
214	"1065, 650, 114, 179, 324, 408, 169, 154, 168, 603"
215	"50, 87, 174, 432, 172, 1063, 208, 168, 523, 181"
216	"11, 98, 64, 42, 318, 56, 357, 182, 12, 475"
217	"231, 679, 195, 185, 79, 96, 578, 233, 685, 665"
218	"1073, 657, 516, 603, 98, 12, 154, 466, 100, 55"
219	"269, 114, 616, 179, 433, 223, 303, 855, 631, 664"
220	"286, 269, 300, 288, 303, 306, 298, 289, 294, 340"
221	"56, 42, 173, 156, 92, 1098, 246, 12, 475, 50"
222	"64, 246, 22, 174, 228, 98, 127, 172, 89, 12"
223	"313, 22, 71, 28, 117, 237, 69, 969, 257, 121"
224	"392, 378, 215, 22, 318, 69, 313, 423, 402, 468"
225	"480, 172, 136, 606, 1203, 478, 603, 64, 427, 98"
226	"169, 89, 258, 203, 98, 12, 408, 14, 7, 242"
227	"285, 137, 93, 127, 14, 319, 13, 100, 9, 295"
228	"286, 812, 313, 272, 690, 288, 427, 651, 98, 275"
229	"344, 898, 286, 340, 311, 349, 269, 896, 882, 302"
230	"969, 963, 64, 496, 143, 739, 265, 196, 71, 216"
231	"924, 748, 126, 121, 471, 846, 252, 300, 289, 181"
232	"276, 483, 50, 48, 705, 132, 91, 56, 474, 493"
233	"1194, 57, 318, 506, 64, 735, 197, 212, 603, 196"
234	"1463, 1121, 483, 606, 1203, 427, 488, 136, 318, 659"
235	"705, 483, 285, 197, 522, 511, 474, 1176, 603, 50"
236	"286, 313, 750, 57, 69, 318, 496, 216, 143, 304"
237	"408, 100, 1192, 474, 169, 513, 528, 483, 525, 127"
238	"298, 538, 286, 255, 300, 471, 258, 301, 458, 111"
239	"512, 663, 124, 1099, 137, 647, 654, 474, 1070, 276"
240	"272, 242, 895, 286, 302, 269, 313, 340, 301, 898"
241	"880, 313, 268, 286, 300, 750, 887, 288, 310, 302"
242	"1152, 740, 1137, 1357, 275, 306, 361, 331, 1355, 305"
243	"582, 1281, 514, 221, 285, 8, 632, 10, 191, 318"
244	"276, 246, 1467, 56, 475, 42, 197, 268, 64, 537"
245	"1033, 258, 112, 300, 1028, 717, 50, 181, 21, 1047"
246	"475, 652, 198, 12, 100, 223, 178, 98, 56, 83"
247	"64, 111, 50, 1, 28, 736, 70, 251, 181, 151"
248	"156, 854, 475, 11, 176, 198, 186, 183, 114, 168"
249	"223, 100, 56, 12, 408, 98, 169, 64, 302, 114"
250	"64, 191, 98, 357, 480, 1426, 1137, 582, 474, 196"
251	"480, 612, 313, 427, 520, 50, 185, 151, 64, 132"
252	"100, 475, 149, 9, 275, 410, 286, 268, 276, 1"
253	"318, 496, 483, 966, 485, 50, 64, 190, 22, 132"
254	"69, 22, 174, 423, 230, 50, 82, 496, 172, 429"
255	"249, 56, 185, 288, 219, 763, 833, 872, 98, 100"
256	"64, 15, 925, 22, 657, 50, 283, 742, 174, 117"
257	"60, 1137, 1129, 14, 1462, 100, 285, 57, 61, 59"
258	"748, 300, 332, 690, 313, 751, 328, 272, 286, 873"
259	"172, 12, 180, 357, 168, 179, 475, 181, 313, 185"
260	"990, 891, 882, 270, 1243, 362, 1025, 1105, 313, 322"
261	"1025, 892, 410, 339, 359, 322, 597, 875, 340, 300"
262	"923, 709, 318, 1278, 650, 64, 582, 699, 427, 735"
263	"511, 496, 318, 498, 1473, 357, 416, 1126, 495, 483"
264	"478, 208, 56, 182, 201, 184, 659, 654, 430, 168"
265	"117, 282, 300, 273, 298, 591, 288, 125, 258, 742"
266	"285, 100, 124, 275, 286, 9, 14, 268, 272, 283"
267	"56, 127, 12, 114, 64, 654, 98, 169, 182, 187"
268	"114, 525, 408, 474, 483, 89, 178, 134, 12, 652"
269	"512, 474, 475, 285, 856, 1103, 922, 488, 537, 654"
270	"217, 60, 251, 98, 707, 268, 694, 86, 531, 421"
271	"357, 963, 127, 511, 187, 69, 170, 135, 192, 98"
272	"200, 127, 134, 357, 514, 56, 183, 187, 178, 175"
273	"319, 305, 902, 272, 896, 316, 268, 311, 315, 340"
274	"318, 98, 50, 100, 478, 275, 208, 9, 496, 211"
275	"96, 174, 50, 210, 181, 22, 520, 144, 228, 176"
276	"56, 180, 127, 182, 185, 12, 50, 603, 23, 357"
277	"286, 302, 273, 591, 15, 237, 844, 742, 9, 508"
278	"286, 306, 173, 525, 752, 515, 313, 603, 288, 923"
279	"502, 455, 862, 184, 1206, 152, 1491, 1500, 114, 169"
280	"1466, 126, 1313, 316, 663, 1066, 925, 315, 1099, 1221"
281	"304, 690, 300, 538, 748, 332, 877, 271, 259, 322"
282	"258, 302, 294, 262, 269, 319, 327, 340, 288, 268"
283	"50, 173, 208, 168, 194, 433, 210, 709, 1114, 91"
284	"315, 272, 302, 347, 268, 313, 306, 900, 262, 346"
285	"313, 150, 168, 288, 302, 276, 455, 151, 205, 346"
286	"272, 316, 1038, 315, 707, 884, 394, 251, 1286, 1105"
287	"64, 98, 50, 313, 100, 156, 168, 117, 11, 257"
288	"272, 216, 1358, 127, 197, 318, 69, 427, 178, 64"
289	"117, 147, 24, 1016, 455, 849, 222, 742, 7, 471"
290	"174, 50, 172, 69, 181, 143, 423, 692, 88, 71"
291	"64, 56, 223, 12, 98, 741, 100, 421, 50, 129"
292	"64, 127, 603, 657, 98, 56, 197, 654, 173, 320"
293	"192, 483, 127, 474, 357, 657, 653, 180, 603, 513"
294	"483, 313, 127, 603, 520, 515, 50, 475, 79, 288"
295	"190, 318, 83, 483, 196, 173, 213, 98, 427, 421"
296	"357, 427, 483, 480, 98, 1142, 498, 191, 515, 127"
297	"272, 515, 269, 86, 223, 100, 98, 302, 475, 286"
298	"50, 174, 172, 318, 483, 496, 178, 181, 132, 22"
299	"114, 408, 512, 603, 190, 483, 134, 515, 641, 1005"
300	"1094, 881, 872, 876, 300, 833, 257, 409, 328, 948"
301	"50, 96, 195, 174, 184, 172, 181, 144, 210, 186"
302	"307, 271, 301, 358, 333, 258, 328, 289, 303, 879"
303	"127, 187, 56, 357, 483, 182, 185, 654, 23, 1142"
304	"313, 237, 300, 298, 310, 328, 274, 288, 763, 278"
305	"408, 793, 1286, 251, 171, 165, 169, 923, 207, 530"
306	"116, 269, 1251, 14, 242, 19, 285, 100, 306, 744"
307	"169, 408, 114, 189, 50, 168, 580, 173, 89, 463"
308	"962, 56, 1169, 127, 187, 134, 646, 169, 654, 50"
309	"326, 258, 1025, 331, 690, 879, 334, 319, 242, 938"
310	"116, 251, 1142, 50, 1022, 14, 275, 304, 181, 536"
311	"592, 174, 50, 96, 172, 22, 64, 181, 69, 318"
312	"589, 488, 543, 57, 648, 604, 813, 483, 511, 557"
313	"661, 50, 511, 127, 430, 180, 480, 195, 483, 185"
314	"69, 22, 496, 161, 143, 318, 64, 588, 15, 71"
315	"285, 513, 709, 178, 137, 100, 654, 741, 127, 302"
316	"19, 735, 463, 213, 582, 427, 549, 1039, 707, 318"
317	"313, 350, 748, 260, 288, 355, 299, 300, 264, 322"
318	"1160, 318, 697, 64, 213, 735, 196, 216, 485, 197"
319	"333, 313, 307, 268, 267, 879, 302, 332, 750, 346"
320	"11, 470, 68, 431, 117, 774, 156, 51, 79, 195"
321	"483, 615, 657, 131, 19, 513, 659, 474, 603, 1194"
322	"192, 185, 197, 654, 23, 603, 182, 157, 483, 179"
323	"64, 127, 98, 180, 11, 199, 651, 144, 203, 56"
324	"298, 258, 248, 276, 508, 1094, 288, 846, 255, 475"
325	"1203, 474, 835, 114, 134, 647, 514, 483, 175, 511"
326	"519, 318, 199, 205, 484, 525, 429, 22, 496, 483"
327	"285, 497, 178, 131, 960, 132, 23, 197, 507, 482"
328	"318, 22, 64, 272, 316, 69, 313, 98, 515, 50"
329	"124, 100, 127, 515, 98, 272, 137, 483, 169, 297"
330	"143, 126, 64, 318, 963, 1044, 692, 451, 216, 699"
331	"59, 1296, 305, 958, 269, 302, 947, 160, 223, 180"
332	"11, 313, 96, 1218, 64, 144, 79, 195, 431, 210"
333	"174, 88, 66, 435, 316, 748, 739, 153, 483, 315"
334	"408, 169, 474, 124, 59, 89, 525, 515, 12, 100"
335	"902, 340, 347, 300, 307, 269, 271, 313, 328, 305"
336	"56, 42, 273, 1012, 173, 50, 186, 763, 100, 1017"
337	"392, 515, 125, 520, 127, 135, 228, 15, 742, 222"
338	"511, 135, 100, 708, 474, 408, 170, 479, 650, 513"
339	"474, 134, 127, 56, 589, 654, 179, 483, 603, 100"
340	"378, 15, 143, 418, 588, 969, 265, 215, 71, 520"
341	"887, 880, 330, 299, 1025, 881, 292, 872, 895, 1527"
342	"488, 23, 1368, 56, 134, 131, 483, 208, 149, 507"
343	"23, 654, 134, 127, 474, 179, 483, 56, 180, 357"
344	"408, 119, 647, 285, 169, 175, 511, 1142, 479, 896"
345	"318, 64, 170, 48, 124, 269, 50, 285, 197, 12"
346	"50, 172, 174, 181, 96, 22, 195, 89, 250, 173"
347	"11, 144, 182, 763, 180, 79, 22, 177, 192, 203"
348	"313, 126, 1061, 928, 117, 742, 118, 121, 7, 1028"
349	"10, 20, 285, 9, 458, 475, 100, 459, 284, 713"
350	"483, 23, 132, 604, 480, 136, 185, 133, 603, 127"
351	"990, 750, 898, 328, 879, 313, 300, 289, 989, 754"
352	"56, 183, 182, 129, 98, 79, 39, 195, 234, 50"
353	"272, 258, 316, 286, 313, 750, 332, 346, 905, 315"
354	"896, 251, 19, 694, 1466, 116, 60, 344, 20, 221"
355	"310, 1175, 307, 319, 242, 288, 286, 300, 872, 328"
356	"316, 333, 272, 689, 313, 307, 326, 315, 258, 1294"
357	"117, 742, 1, 121, 304, 270, 273, 222, 258, 126"
358	"582, 1524, 1159, 1021, 863, 213, 1006, 318, 512, 59"
359	"408, 50, 313, 181, 7, 1, 270, 286, 751, 117"
360	"357, 515, 197, 100, 127, 474, 654, 269, 483, 479"
361	"197, 705, 498, 178, 285, 603, 514, 213, 513, 185"
362	"313, 350, 689, 288, 879, 302, 332, 300, 347, 312"
363	"919, 169, 128, 408, 1495, 189, 114, 171, 429, 154"
364	"690, 1048, 286, 302, 269, 268, 294, 288, 990, 325"
365	"1137, 813, 340, 285, 272, 275, 100, 315, 268, 316"
366	"448, 853, 56, 185, 98, 854, 200, 53, 217, 561"
367	"302, 56, 50, 184, 179, 379, 98, 100, 185, 183"
368	"201, 184, 313, 320, 50, 183, 127, 56, 774, 98"
369	"50, 172, 268, 316, 196, 181, 166, 114, 168, 752"
370	"57, 607, 835, 443, 603, 98, 480, 427, 650, 511"
371	"64, 265, 174, 22, 69, 79, 98, 176, 127, 97"
372	"98, 219, 286, 1090, 447, 200, 185, 218, 561, 79"
373	"169, 166, 189, 114, 173, 83, 64, 50, 694, 746"
374	"692, 161, 69, 466, 265, 82, 174, 64, 79, 192"
375	"183, 234, 176, 603, 185, 525, 233, 684, 443, 566"
376	"269, 198, 603, 223, 427, 100, 275, 98, 14, 707"
377	"173, 313, 98, 168, 194, 272, 258, 56, 234, 154"
378	"318, 496, 64, 50, 132, 272, 191, 313, 143, 485"
379	"197, 603, 178, 357, 427, 64, 705, 50, 127, 511"
380	"923, 483, 318, 170, 515, 750, 59, 496, 61, 1449"
381	"134, 514, 483, 705, 175, 178, 509, 212, 493, 479"
382	"180, 1268, 23, 334, 1229, 481, 235, 59, 482, 9"
383	"197, 357, 427, 603, 185, 479, 488, 483, 480, 180"
384	"316, 272, 313, 302, 347, 258, 289, 286, 989, 879"
385	"656, 851, 1499, 1536, 1154, 1158, 1367, 1524, 865, 1129"
386	"840, 515, 127, 117, 825, 222, 50, 685, 281, 7"
387	"156, 179, 192, 1199, 127, 919, 56, 641, 854, 89"
388	"313, 333, 300, 219, 117, 298, 680, 218, 742, 5"
389	"1203, 483, 488, 134, 474, 285, 661, 178, 484, 136"
390	"989, 124, 181, 300, 275, 126, 258, 319, 283, 515"
391	"127, 474, 357, 100, 483, 180, 98, 511, 318, 603"
392	"170, 127, 663, 197, 50, 1142, 98, 174, 511, 178"
393	"1446, 1169, 313, 394, 1016, 210, 96, 117, 318, 22"
394	"50, 173, 12, 174, 172, 98, 979, 89, 56, 313"
395	"89, 318, 174, 50, 172, 98, 100, 423, 97, 378"
396	"121, 282, 117, 222, 118, 125, 472, 742, 328, 274"
397	"192, 50, 127, 483, 641, 134, 357, 197, 182, 172"
398	"1450, 496, 50, 174, 69, 423, 483, 172, 132, 498"
399	"817, 1396, 459, 320, 91, 143, 302, 318, 531, 806"
400	"313, 321, 258, 288, 304, 895, 300, 286, 269, 301"
401	"371, 735, 318, 582, 286, 97, 610, 553, 196, 64"
402	"50, 483, 127, 181, 275, 515, 1, 12, 408, 48"
403	"50, 129, 258, 127, 117, 181, 515, 291, 1, 237"
404	"313, 22, 748, 332, 259, 270, 66, 300, 294, 302"
405	"575, 143, 215, 234, 842, 1218, 501, 378, 404, 1554"
406	"701, 127, 56, 183, 187, 98, 89, 357, 645, 589"
407	"50, 483, 169, 127, 313, 408, 316, 657, 56, 174"
408	"327, 319, 302, 748, 324, 315, 272, 270, 258, 313"
409	"647, 1558, 1512, 1449, 511, 489, 474, 135, 923, 179"
410	"313, 272, 269, 690, 300, 316, 538, 286, 905, 315"
411	"50, 174, 172, 194, 168, 318, 485, 8, 208, 1"
412	"96, 169, 174, 195, 318, 634, 7, 64, 172, 56"
413	"50, 275, 124, 303, 306, 283, 286, 181, 297, 515"
414	"272, 100, 302, 313, 346, 11, 258, 288, 433, 340"
415	"174, 195, 1524, 531, 483, 180, 185, 480, 432, 56"
416	"64, 318, 313, 98, 22, 272, 427, 651, 520, 496"
417	"64, 173, 12, 83, 169, 515, 98, 50, 174, 223"
418	"899, 288, 333, 258, 269, 304, 895, 313, 300, 331"
